title: DEER Res prototype values ,,,,
# CZ1-CZ16: 1985,,,,
# Residential Prototype Building Models Key Characteristics Values from RASS and MassControl3 ,,,,
"# Internal Loads values are estimated, needs further verification or collected from other sources",,,,
cooling_sch_DEER_mrn,24.44,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,24.44,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,24.44,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,24.44,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,3,,,
total_leakage_ratio,0.2,,,
shading_control,OnNightIfHeatingAndOnDayIfCooling,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 4,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1591,,,sf
Number of Stories,1.48,,,
Occupants,3,,,
Infiltration,0.35,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,6.71,,
Ceiling Overall R-Value (Electric),,6.71,,
Wall Overall R-Value,,5.178197809,,
Floors |Earth Contact,,5.509375312,,
Glass Area (% floor),14,,,
Vertical Fenestration U-Factor,0.6,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.47,,,UPDATED per Calibration notes
Cooling Capacity,555.97,,,(sqft/ton)
Cooling SEER,8.5,,,
Heating Capacity (sqft/kBtu),29.71,,,
Heating HSPF,4.7,,,
Heating AFUE,0.7,,,
Total Duct Leakage (%),20,,,
1-Story Home Supply Duct Leakage (%),15,,,
2-Story Home Supply Duct Leakage (%),13.4,,,
Attic Cool Design T,79,,,
Attic Heat Design T,53,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,8.35,,MC3 value
Attic Cavity,,20.22,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
sheathing_consol_layer_conductivity,0.0940184,,,(w/m.k-SI) Added per Modelkit parameters table
wall_consol_layer_thickness,0.137,,,(m-SI) Added per Modelkit parameters table
wall_consol_layer_conductivity,0.057165,,,(w/m.k-SI) Added per Modelkit parameters table
ceil_consol_layer_thickness,0.195,,,(m-SI) Added per Modelkit parameters table
ceil_consol_layer_conductivity,0.0617176,,,(w/m.k-SI) Added per Modelkit parameters table
heating_sch_DEER_mrn,21.39,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_day,21.39,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_eve,21.39,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_nit,21.39,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_mrn,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,26.67,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,4,,,
total_leakage_ratio,0.15,,,
shading_control,AlwaysOn,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 5,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1591,,,sf
Number of Stories,1.48,,,
Occupants,3,,,
Infiltration,0.4,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,6.71,,
Ceiling Overall R-Value (Electric),,6.71,,
Wall Overall R-Value,,5.178197809,,
Floors |Earth Contact,,5.509375312,,
Glass Area (% floor),14,,,
Vertical Fenestration U-Factor,0.68,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.51,,,UPDATED per Calibration notes
Cooling Capacity,484.46,,,(sqft/ton)
Cooling SEER,8.5,,,
Heating Capacity (sqft/kBtu),25.89,,,
Heating HSPF,4.7,,,
Heating AFUE,0.7,,,
Total Duct Leakage (%),20,,,
1-Story Home Supply Duct Leakage (%),15,,,
2-Story Home Supply Duct Leakage (%),13.4,,,
Attic Cool Design T,74,,,
Attic Heat Design T,49,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,8.35,,MC3 value
Attic Cavity,,20.22,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
sheathing_consol_layer_conductivity,0.0940184,,,(w/m.k-SI) Added per Modelkit parameters table
wall_consol_layer_thickness,0.137,,,(m-SI) Added per Modelkit parameters table
wall_consol_layer_conductivity,0.057165,,,(w/m.k-SI) Added per Modelkit parameters table
ceil_consol_layer_thickness,0.195,,,(m-SI) Added per Modelkit parameters table
ceil_consol_layer_conductivity,0.0617176,,,(w/m.k-SI) Added per Modelkit parameters table
heating_sch_DEER_mrn,21.11,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_day,21.11,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_eve,21.11,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_nit,21.11,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_mrn,24.44,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,24.44,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,24.44,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,24.44,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,5,,,
total_leakage_ratio,0.2,,,
shading_control,OnNightIfHeatingAndOffDay,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 6,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1528,,,sf
Number of Stories,1.55,,,
Occupants,2.6,,,
Infiltration,0.55,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,7.39,,
Ceiling Overall R-Value (Electric),,7.39,,
Wall Overall R-Value,,7.82,,
Floors |Earth Contact,,5.51,,
Glass Area (% floor),15.58,,,
Vertical Fenestration U-Factor,0.69,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.51,,,UPDATED per Calibration notes
Cooling Capacity,468.62,,,(sqft/ton)
Cooling SEER,8.5,,,
Heating Capacity (sqft/kBtu),25.04,,,
Heating HSPF,4.7,,,
Heating AFUE,0.7,,,
Total Duct Leakage (%),20,,,
1-Story Home Supply Duct Leakage (%),15,,,
2-Story Home Supply Duct Leakage (%),13.4,,,
Attic Cool Design T,81,,,
Attic Heat Design T,57,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,8.6,,MC3 value
Attic Cavity,,15.9,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
sheathing_consol_layer_conductivity,0.0940184,,,(w/m.k-SI) Added per Modelkit parameters table
wall_consol_layer_thickness,0.127,,,(m-SI) Added per Modelkit parameters table
wall_consol_layer_conductivity,0.057165,,,(w/m.k-SI) Added per Modelkit parameters table
ceil_consol_layer_thickness,0.195,,,(m-SI) Added per Modelkit parameters table
ceil_consol_layer_conductivity,0.0617176,,,(w/m.k-SI) Added per Modelkit parameters table
heating_sch_DEER_mrn,21.94,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_day,21.94,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_eve,21.94,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_nit,21.94,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_mrn,26.11,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,26.11,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,26.11,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,26.11,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,6,,,
total_leakage_ratio,0.15,,,
shading_control,AlwaysOn,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 7,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1528,,,sf
Number of Stories,1.55,,,
Occupants,2.6,,,
Infiltration,0.5,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,7.39,,
Ceiling Overall R-Value (Electric),,7.39,,
Wall Overall R-Value,,7.82,,
Floors |Earth Contact,,5.51,,
Glass Area (% floor),15.58,,,
Vertical Fenestration U-Factor,0.68,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.51,,,UPDATED per Calibration notes
Cooling Capacity,618.01,,,(sqft/ton)
Cooling SEER,8.5,,,
Heating Capacity (sqft/kBtu),33.02,,,
Heating HSPF,4.7,,,
Heating AFUE,0.7,,,
Total Duct Leakage (%),20,,,
1-Story Home Supply Duct Leakage (%),15,,,
2-Story Home Supply Duct Leakage (%),13.4,,,
Attic Cool Design T,74,,,
Attic Heat Design T,62,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,8.6,,MC3 value
Attic Cavity,,15.9,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
sheathing_consol_layer_conductivity,0.0940184,,,(w/m.k-SI) Added per Modelkit parameters table
wall_consol_layer_thickness,0.127,,,(m-SI) Added per Modelkit parameters table
wall_consol_layer_conductivity,0.057165,,,(w/m.k-SI) Added per Modelkit parameters table
ceil_consol_layer_thickness,0.195,,,(m-SI) Added per Modelkit parameters table
ceil_consol_layer_conductivity,0.0617176,,,(w/m.k-SI) Added per Modelkit parameters table
heating_sch_DEER_mrn,21.67,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_day,21.67,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_eve,21.67,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_nit,21.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_mrn,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,26.67,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,7,,,
total_leakage_ratio,0.18,,,
shading_control,AlwaysOn,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 8,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1528,,,sf
Number of Stories,1.55,,,
Occupants,2.6,,,
Infiltration,0.4,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,7.39,,
Ceiling Overall R-Value (Electric),,7.39,,
Wall Overall R-Value,,7.82,,
Floors |Earth Contact,,5.51,,
Glass Area (% floor),15.58,,,
Vertical Fenestration U-Factor,0.71,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.53,,,UPDATED per Calibration notes
Cooling Capacity,504.91,,,(sqft/ton)
Cooling SEER,8.5,,,
Heating Capacity (sqft/kBtu),26.98,,,
Heating HSPF,4.7,,,
Heating AFUE,0.7,,,
Total Duct Leakage (%),20,,,
1-Story Home Supply Duct Leakage (%),15,,,
2-Story Home Supply Duct Leakage (%),13.4,,,
Attic Cool Design T,80,,,
Attic Heat Design T,58,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,8.6,,MC3 value
Attic Cavity,,15.9,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
sheathing_consol_layer_conductivity,0.0940184,,,(w/m.k-SI) Added per Modelkit parameters table
wall_consol_layer_thickness,0.127,,,(m-SI) Added per Modelkit parameters table
wall_consol_layer_conductivity,0.057165,,,(w/m.k-SI) Added per Modelkit parameters table
ceil_consol_layer_thickness,0.195,,,(m-SI) Added per Modelkit parameters table
ceil_consol_layer_conductivity,0.0617176,,,(w/m.k-SI) Added per Modelkit parameters table
heating_sch_DEER_mrn,21.39,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_day,21.39,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_eve,21.39,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_nit,21.39,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_mrn,26.11,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,26.11,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,26.11,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,26.11,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,8,,,
total_leakage_ratio,0.15,,,
shading_control,AlwaysOn,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 9,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1636,,,sf
Number of Stories,1.33,,,
Occupants,2.7,,,
Infiltration,0.35,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,6.89,,
Ceiling Overall R-Value (Electric),,6.89,,
Wall Overall R-Value,,6.68,,
Floors |Earth Contact,,5.51,,
Glass Area (% floor),13.08,,,
Vertical Fenestration U-Factor,0.71,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.53,,,UPDATED per Calibration notes
Cooling Capacity,469.28,,,(sqft/ton)
Cooling SEER,8.5,,,
Heating Capacity (sqft/kBtu),25.08,,,
Heating HSPF,4.7,,,
Heating AFUE,0.7,,,
Total Duct Leakage (%),20,,,
1-Story Home Supply Duct Leakage (%),15,,,
2-Story Home Supply Duct Leakage (%),13.4,,,
Attic Cool Design T,87,,,
Attic Heat Design T,53,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,8.15,,MC3 value
Attic Cavity,,16.26,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
sheathing_consol_layer_conductivity,0.0940184,,,(w/m.k-SI) Added per Modelkit parameters table
wall_consol_layer_thickness,0.127,,,(m-SI) Added per Modelkit parameters table
wall_consol_layer_conductivity,0.057165,,,(w/m.k-SI) Added per Modelkit parameters table
ceil_consol_layer_thickness,0.195,,,(m-SI) Added per Modelkit parameters table
ceil_consol_layer_conductivity,0.0617176,,,(w/m.k-SI) Added per Modelkit parameters table
heating_sch_DEER_mrn,22.5,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_day,22.5,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_eve,22.5,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_nit,22.5,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_mrn,25.83,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,25.83,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,25.83,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,25.83,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,9,,,
total_leakage_ratio,0.15,,,
shading_control,AlwaysOn,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 10,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1811,,,sf
Number of Stories,1.423115774,,,
Occupants,2.8,,,
Infiltration,0.35,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,18.1337906,,
Ceiling Overall R-Value (Electric),,23.6337906,,
Wall Overall R-Value,,12.19205172,,
Floors |Earth Contact,,- n/a -,,
Glass Area (% floor),16.01325235,,,
Vertical Fenestration U-Factor,0.68,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.52,,,UPDATED per Calibration notes
Cooling Capacity,476.80418,,,(sqft/ton)
Cooling SEER,9,,,
Heating Capacity (sqft/kBtu),25.47814819,,,
Heating HSPF,5.7,,,
Heating AFUE,0.74,,,
Total Duct Leakage (%),15,,,
1-Story Home Supply Duct Leakage (%),11.25,,,
2-Story Home Supply Duct Leakage (%),10.05,,,
Attic Cool Design T,91,,,
Attic Heat Design T,53,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,12.68,,MC3 value
Attic Cavity,,21.2,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
sheathing_consol_layer_conductivity,0.0940184,,,(w/m.k-SI) Added per Modelkit parameters table
wall_consol_layer_thickness,0.127,,,(m-SI) Added per Modelkit parameters table
wall_consol_layer_conductivity,0.057165,,,(w/m.k-SI) Added per Modelkit parameters table
ceil_consol_layer_thickness,0.195,,,(m-SI) Added per Modelkit parameters table
ceil_consol_layer_conductivity,0.0617176,,,(w/m.k-SI) Added per Modelkit parameters table
heating_sch_DEER_mrn,20.56,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_day,20.56,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_eve,20.56,,,(Celcius-SI) Added per Modelkit parameters table
heating_sch_DEER_nit,20.56,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_mrn,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_day,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_eve,26.67,,,(Celcius-SI) Added per Modelkit parameters table
cooling_sch_DEER_nit,26.67,,,(Celcius-SI) Added per Modelkit parameters table
climate_zone,10,,,
total_leakage_ratio,0.1,,,
shading_control,AlwaysOn,,,
,,,,
table:   Res Key Prototype Values | Climate Zone 11,,,,
Key Values,Value, R-Value,Extent,Notes
Total Floor Area,1704,,,sf
Number of Stories,1.229597342,,,
Occupants,3.4,,,
Infiltration,0.35,,,UPDATED per Calibration notes-changes/hour
Roofs | shingle ,,,,
Ceiling Overall R-Value (Gas),,19.7337906,,
Ceiling Overall R-Value (Electric),,20.2337906,,
Wall Overall R-Value,,11.73275146,,
Floors |Earth Contact,,- n/a -,,
Glass Area (% floor),16.02112676,,,
Vertical Fenestration U-Factor,0.61,,,UPDATED per Calibration notes
Vertical Fenestration SHGC,0.49,,,UPDATED per Calibration notes
Cooling Capacity,462.5557818,,,(sqft/ton)
Cooling SEER,9.5,,,
Heating Capacity (sqft/kBtu),24.71678154,,,
Heating HSPF,5.7,,,
Heating AFUE,0.74,,,
Total Duct Leakage (%),15,,,
1-Story Home Supply Duct Leakage (%),11.25,,,
2-Story Home Supply Duct Leakage (%),10.05,,,
Attic Cool Design T,95,,,
Attic Heat Design T,48,,,
Effective Supply Duct R,,2.8,,
Effective Return Duct R,,2.8,,
Wall Insulation,,13.24,,MC3 value
Attic Cavity,,23.28,,MC3 value
Equipment Load | Living,0.8,,,MC3 value( unit may be W/sf)
Equipment Load | Bedroom,0.2,,,MC3 value( unit may be W/sf)
Lighting Load,0.8,,,MC3 value( unit may be W/sf)
sheathing_consol_layer_thickness,0.0127,,,(m-SI) Added per Modelkit parameters table
