Date/Time,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&New&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 02/17  05:00:00,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28359381.020058103 ,28358838.07147218 ,28358061.912345365 ,28799997.35427987 ,28798434.85869085 ,28796148.27905314 ,32543335.407219693 ,32544959.268667974 ,32544536.23843298 ,28588774.59631397 ,28587517.90909043 ,28585716.266721487 ,29423429.665933233 ,29421421.688937478 ,29418552.79079674 ,28203846.00701949 ,28203649.266663745 ,28203363.453601874 ,29460774.412395243 ,29459035.299673777 ,29456473.963955205 ,29523829.52013863 ,29522309.971304435 ,29520111.129638337 ,28772946.905572712 ,28771574.3024765 ,28769609.8191745 ,32515059.472043477 ,32515059.472043477 ,32515059.472043477 ,32682175.082239125 ,32681572.039474394 ,32680700.471168816 ,28610375.098188367 ,28608831.025753222 ,28605342.024147995 ,28203258.522112668 ,28202833.839831512 ,28203660.16057402 ,30100069.104352042 ,30097889.536488492 ,30094721.306145776 ,28206626.67745946 ,28206024.23555046 ,28205162.77899123 
 02/17  06:00:00,68821168.78670634 ,68696409.6654644 ,68518114.37265866 ,69177004.96966217 ,69022105.64154916 ,68800940.3661331 ,69502756.38660449 ,69354133.52350427 ,69141741.46648052 ,73778104.37766096 ,73614420.15395567 ,73382275.21991144 ,69320872.37134986 ,69169319.14844362 ,68952782.8567885 ,71172960.5206826 ,71009153.41888215 ,70774940.12334085 ,69259304.72677429 ,69096908.53096318 ,68864846.08602801 ,72306805.51618633 ,72139328.42420854 ,71899905.30827278 ,72178398.97537833 ,72006116.30101156 ,71760004.62437493 ,70771723.29533176 ,70601844.5791905 ,70359114.28645197 ,74234158.25558293 ,74060851.35983784 ,73813260.14428279 ,74125424.57662669 ,73959290.92091712 ,73720242.40318282 ,70724912.52873425 ,70547657.20868134 ,70295278.39081782 ,72381849.73516576 ,72199376.47592533 ,71938687.54448329 ,74025170.90403225 ,73841026.42866082 ,73577347.78780559 ,70865928.71245089 ,70670256.21370873 ,70390721.59320325 
 02/17  07:00:00,139844518.5399776 ,139719564.0881259 ,139541000.55675662 ,140596775.57643852 ,140441145.16747606 ,140218835.64386773 ,141529582.04176292 ,141379681.85485113 ,141165433.23813993 ,145309837.9946869 ,145145536.40532404 ,144909471.98348045 ,141326048.13812467 ,141173818.129572 ,140956297.59864295 ,144535282.5054669 ,144370243.97719753 ,144134631.82633796 ,141946684.11751452 ,141782708.66798517 ,141548381.6173696 ,146283610.34144488 ,146115388.10920468 ,145874910.30719882 ,145574748.81721202 ,145401958.66900885 ,145154986.793599 ,143817199.26564425 ,143646751.33614245 ,143398939.5724966 ,145693283.64273205 ,145519335.70215762 ,145270753.51540118 ,145525508.8544905 ,145360113.1835449 ,145123847.98188013 ,147060073.92969334 ,146883058.71959352 ,146630175.40762463 ,146551309.96172526 ,146366885.41136137 ,146103371.75640476 ,148628057.63603568 ,148443196.87089542 ,148179128.06577134 ,143228150.18553662 ,143030819.05921653 ,142748274.26719403 
 02/17  08:00:00,223547545.48245567 ,222817809.04459625 ,221776631.96475586 ,223303921.9379385 ,222482199.3858297 ,221308491.72446996 ,206942501.3436276 ,206145643.2273072 ,205008764.20362425 ,237389303.00786823 ,236529225.79347968 ,235299930.82053763 ,209491245.20119196 ,208682865.01112053 ,207527313.1980789 ,198330521.8676258 ,197493445.28300965 ,196298791.9695571 ,206805989.77094585 ,205978916.59380224 ,204749359.3427141 ,200153971.17328104 ,199295333.51589105 ,198069038.41827005 ,210777728.74425796 ,209901672.2494184 ,208650156.30571622 ,215366638.43177158 ,214483117.7357172 ,213221076.0409311 ,236570419.2316947 ,235678437.8941744 ,234405609.13777053 ,235862545.88164902 ,235008585.25153643 ,233788118.6592914 ,226460205.26392856 ,225552946.58787265 ,224256398.04654852 ,227835760.33038107 ,226859832.8280737 ,225465481.24265498 ,207979653.3742135 ,207004695.21076733 ,205613712.85505897 ,217898488.58415014 ,216886865.66854373 ,215437059.84821418 
 02/17  09:00:00,226749830.15709892 ,226067726.43201184 ,225092287.41373682 ,225975621.07343662 ,225159888.01784807 ,223994789.34307685 ,209735577.07192135 ,208942097.0222152 ,207809116.81543317 ,239904334.88845974 ,239049329.9360969 ,237771607.39515287 ,211575734.20902663 ,210769837.26009277 ,209618079.70590532 ,200498628.4984788 ,199669630.29831302 ,198485021.02615634 ,206661405.6577585 ,205813830.5526802 ,204602738.1140232 ,202165720.18952322 ,201316473.58192766 ,200103689.9161095 ,212407808.74105203 ,211535855.68875018 ,210290032.47493514 ,212164048.05261734 ,211281613.80346528 ,210016946.05351108 ,224990313.25524706 ,224096006.85308695 ,222818186.97780764 ,227880247.9457535 ,227027919.12747812 ,225809850.14030927 ,221815235.5403277 ,220914524.6588903 ,219625029.8842593 ,216930470.74991262 ,215970145.42703947 ,214597759.89034146 ,213190151.1737227 ,212056295.24541232 ,210438851.82344332 ,217918889.50726885 ,216900931.2451514 ,215445778.58777028 
 02/17  10:00:00,266356130.56576678 ,265592545.64921173 ,264501342.81629252 ,265878900.74051255 ,265063531.3481996 ,263898932.14851856 ,249590802.9364121 ,248797700.1956933 ,247665171.0488718 ,278905008.8011144 ,277980472.4320592 ,276697605.37751085 ,251816130.59321642 ,251007870.67072162 ,249851981.34728032 ,242058552.07085812 ,241116154.03465962 ,239799462.5165858 ,245866003.8450098 ,244986528.3987993 ,243745076.54308876 ,245953759.5620379 ,244945001.05007523 ,243503775.61052132 ,253736341.13536656 ,252861767.98776278 ,251612322.04959637 ,250426483.5654942 ,249446944.97727522 ,248062880.99962217 ,257561777.8476016 ,256662941.56971705 ,255377303.5317819 ,259502614.61166352 ,258649455.78673384 ,257425770.90578932 ,256345600.60699075 ,255439831.11943275 ,254146962.37160224 ,253303788.49723276 ,252204811.57982016 ,250655512.06877467 ,259458785.99251723 ,258314390.99833754 ,256679501.55899507 ,258434787.16985807 ,257416080.89534414 ,255979750.62319073 
 02/17  11:00:00,240101740.73030975 ,239337143.5319228 ,238244449.3321366 ,241773126.60849 ,240960231.26296604 ,239793434.3319892 ,228871510.54464152 ,228077731.48777118 ,226944204.48066595 ,242784908.90714175 ,241924748.14364237 ,240697449.46420026 ,227331126.2853768 ,226522528.2079606 ,225367326.49601543 ,224991713.19992918 ,223999964.67311046 ,222583074.02136528 ,226665580.55903363 ,225667075.230009 ,224240499.52947533 ,229278429.69460216 ,228263546.0388468 ,226816017.2083097 ,231349024.52265313 ,230366666.13393894 ,228974335.52760923 ,231184923.08946717 ,230134319.81370118 ,228633751.54901922 ,230938426.65401182 ,229986310.02590132 ,228625867.06260884 ,231756821.07842013 ,230898479.49914584 ,229671946.25322384 ,232051149.31100288 ,231015150.57080486 ,229536610.34742194 ,234164699.65148956 ,233034175.60934442 ,231421227.5254733 ,240724435.80812633 ,239528734.47440898 ,237829631.5137355 ,236992327.5315921 ,235909218.2596089 ,234386068.54811418 
 02/17  12:00:00,223167298.08761495 ,222409324.23849615 ,221326086.5241601 ,225430637.3851211 ,224621233.8978294 ,223464965.69799027 ,217288417.00710627 ,216397472.39363676 ,215141490.93157184 ,227106677.55896878 ,226089044.31351617 ,224635811.9703257 ,224349365.6957506 ,223384269.5308576 ,222008198.10578886 ,227715521.06221563 ,226704588.95410165 ,225260417.01881635 ,227079055.08318722 ,226061587.9722088 ,224607952.84725347 ,232728829.40840274 ,231700113.32706603 ,230230385.58390993 ,232731402.49338436 ,231675594.85069555 ,230167207.4111588 ,233836641.3431125 ,232775587.03236744 ,231261136.6887027 ,231837060.2644901 ,230764984.30958527 ,229233252.00443032 ,228813942.95260942 ,227791441.75645828 ,226330626.76810622 ,234234287.6313395 ,233147142.99271816 ,231594469.46682698 ,236093424.16508824 ,234943833.91677007 ,233301447.0513726 ,259780649.69707012 ,258335766.28736553 ,256271013.96770862 ,237042419.17709333 ,235827469.0118463 ,234091629.8457972 
 02/17  13:00:00,224557607.5588357 ,223799231.01693097 ,222715425.07445252 ,222927557.50528356 ,222091968.44378597 ,220898324.6452164 ,221403102.7075641 ,220467680.00836733 ,219131342.83425364 ,229374678.18601358 ,228346208.49585202 ,226877092.37590212 ,224916791.21608928 ,223951354.81104535 ,222572026.23517698 ,228458528.9321479 ,227445636.41969615 ,226001079.9446989 ,226047129.5754094 ,225032204.9212832 ,223578975.9004779 ,234579341.4533511 ,233541103.03381485 ,232059141.8113306 ,234799258.9223456 ,233743292.46711653 ,232234660.20562536 ,235602466.09198642 ,234531403.62558463 ,233001373.40530524 ,234309285.52222055 ,233237645.07071868 ,231706554.58855334 ,231014106.49212402 ,229991654.10392514 ,228530895.67292333 ,235861840.21353656 ,234775445.2999991 ,233223455.72885695 ,237994024.44291288 ,236813512.94626114 ,235137042.33087045 ,271802194.5791857 ,270352147.3884754 ,268280190.7754777 ,237269459.5871884 ,236054840.88496408 ,234319456.1915387 
 02/17  14:00:00,223565681.0553065 ,222807238.0161187 ,221723345.58367053 ,222962563.7408145 ,222006518.9537595 ,220641974.6281083 ,222477024.0899186 ,221540587.81652868 ,220203713.09414178 ,230964664.9739448 ,229936342.51030073 ,228467265.98739517 ,223408383.51126346 ,222439111.92422086 ,221063817.87169737 ,228794895.8273415 ,227783387.15318757 ,226338540.80359522 ,225808632.82032987 ,224788506.7126165 ,223334851.1882739 ,237779914.90654564 ,236530601.69097447 ,234757196.17603737 ,236137332.85388428 ,235048188.28086448 ,233509319.60227537 ,238229594.8828942 ,236966719.3744073 ,235201776.50755364 ,235346825.5921986 ,234247458.10455924 ,232684639.8055762 ,231558397.38408178 ,230535995.62100083 ,229075249.03457987 ,236953354.97483572 ,235833325.69239753 ,234227246.85351908 ,241392225.6184074 ,240031143.53826672 ,238103008.12790048 ,283545944.8916811 ,282099427.902838 ,280032582.8497771 ,237148321.74908325 ,235933649.99866825 ,234198302.5445005 
 02/17  15:00:00,222634402.47055405 ,221875734.89622372 ,220791527.68472576 ,223341126.91831684 ,222372593.08174133 ,220989395.83318722 ,221196267.81354648 ,220260361.69336843 ,218923267.9917219 ,231475900.22525942 ,230355127.37197748 ,228782501.42179573 ,221161136.72363338 ,220196559.83869275 ,218818515.35965115 ,228408397.560828 ,227396782.2819766 ,225951706.2178895 ,226470779.76635075 ,225454038.70569766 ,223997721.10900939 ,235540567.37868845 ,234410616.4673392 ,232821702.22744593 ,236897290.05217278 ,235650090.31161228 ,233909639.2960649 ,242889950.4760723 ,241578651.13249147 ,239705094.8749512 ,238055274.94099241 ,236769791.6247613 ,234945426.93911114 ,230954977.8067625 ,229929962.93950924 ,228465661.89578182 ,240292465.9880943 ,238971869.86549503 ,237098874.84767455 ,248426305.6403957 ,246998443.5888726 ,244958012.56839272 ,289155594.1549897 ,287710496.19726527 ,285645673.70243275 ,237457359.15555835 ,236242441.35786355 ,234506745.24297613 
 02/17  16:00:00,222524272.09475955 ,221765521.53066707 ,220681204.1883591 ,222062105.89798325 ,221088837.83290234 ,219698388.81359103 ,220337681.55852148 ,219395645.47779277 ,218051861.16511115 ,234405139.71999088 ,233150709.83680978 ,231355159.69849938 ,219329353.35705936 ,218365058.25449786 ,216987429.66932967 ,227063885.55300012 ,226052423.98029834 ,224607492.9329479 ,225827180.85416728 ,224808503.8119887 ,223353101.2151276 ,232631560.62539876 ,231602392.87757948 ,230131749.69082904 ,234236152.3562053 ,233177595.43546182 ,231665227.87886542 ,238795186.66554856 ,237529840.45698902 ,235721785.49153322 ,238644783.42963868 ,237315235.37962735 ,235423523.6778301 ,229814103.88354158 ,228788566.0340353 ,227323366.8236528 ,241003871.69985083 ,239657471.43578508 ,237732897.12733817 ,251214350.32198775 ,249774739.3223502 ,247714566.47910285 ,284338164.456031 ,282894016.9544448 ,280830536.5368282 ,237061941.5158282 ,235846855.54790527 ,234110918.85107124 
 02/17  17:00:00,222549512.48171234 ,221790610.65351552 ,220706086.85788596 ,219151894.68167055 ,218188030.34310666 ,216811038.33500382 ,218627977.23229748 ,217691144.84397385 ,216353739.82241282 ,226429887.01496366 ,225367586.0786252 ,223847570.42885134 ,217857807.67521438 ,216904597.24979436 ,215543819.65129715 ,224756217.46493948 ,223744977.0373831 ,222300345.80768323 ,223956416.44356713 ,222937977.4308105 ,221482925.244988 ,229983622.2215439 ,228954499.4736234 ,227484149.2810407 ,231069263.23012996 ,230013271.4559915 ,228504586.8002411 ,232027071.4603707 ,230964637.80891085 ,229446746.7020952 ,232524923.61055315 ,231356215.23954576 ,229707141.0491168 ,227763648.8950142 ,226739561.03281784 ,225272793.53691453 ,237905522.28898397 ,236573548.70615685 ,234686660.88619745 ,245451771.65120748 ,244018383.8005061 ,241971035.23053938 ,275017015.0655269 ,273573485.3020503 ,271510880.6271225 ,235050065.03786224 ,233838501.9992756 ,232107535.69815302 
 02/17  18:00:00,219803813.12890828 ,219044269.1693296 ,217958838.10213494 ,213373206.60588312 ,212469383.36372054 ,211202204.54749864 ,212753757.986399 ,211818640.68792024 ,210482615.70105675 ,218401204.70248342 ,217374063.9495473 ,215906661.95283264 ,213043447.1822685 ,212097270.35007226 ,210745501.30315262 ,218090937.95589823 ,217080191.0827095 ,215636292.40082818 ,217231507.04866984 ,216215358.75306666 ,214763656.74025676 ,222394484.49707794 ,221365833.9668209 ,219896440.25191018 ,223467399.30336288 ,222411755.78114715 ,220903611.02752495 ,224465877.1700452 ,223406125.36736163 ,221892089.4342737 ,223337549.27076966 ,222265459.5514139 ,220733707.5192732 ,220533555.76729998 ,219510104.62661898 ,218050084.3256123 ,226092213.58835223 ,224975396.25333244 ,223382270.20086658 ,228077223.93384713 ,226890392.82842112 ,225205288.22019473 ,249177330.65771765 ,247745964.176329 ,245703380.54318863 ,228244307.6670793 ,227081270.2820489 ,225419231.8880031 
 02/17  19:00:00,280721287.34598976 ,279954617.63346505 ,278868696.50861293 ,279106459.5340718 ,278297737.8543293 ,277141563.0550698 ,272518123.7939997 ,271749194.41857034 ,270643959.63029796 ,268507165.9405483 ,267622909.09269506 ,266360603.2033139 ,269140246.5876914 ,268355762.94505793 ,267234467.4882586 ,266385016.06780952 ,265394395.85204232 ,263979093.23294336 ,265119438.67144075 ,264196775.38285053 ,262915636.81160352 ,270777411.01189786 ,269748650.1181279 ,268278841.57891488 ,271830898.55123794 ,270787779.0631068 ,269297456.56230855 ,272295340.33479345 ,271235909.7697215 ,269722394.5437461 ,271222952.308632 ,270268421.4035058 ,268906749.1630734 ,267928741.54107952 ,266968533.07951686 ,265596717.83473742 ,273419163.6360288 ,272332883.91702175 ,270780595.1910607 ,274268716.410302 ,273115362.40231836 ,271467713.9162122 ,282651495.0914061 ,281497605.33652484 ,279849155.81141156 ,290871620.4332341 ,289884638.4954227 ,288473294.014103 
 02/17  20:00:00,313517177.52608156 ,312745469.1369896 ,311636710.917075 ,316860892.331377 ,316042740.28592795 ,314878525.5650975 ,308381187.17332083 ,307590704.254828 ,306461098.41186494 ,306546213.78136843 ,305682022.39632976 ,304447797.4525174 ,305047243.58897614 ,304245806.5121734 ,303100214.6531464 ,300581052.6982697 ,299590363.9199756 ,298174871.9474853 ,300330193.8873428 ,299479723.1928393 ,298265613.66222537 ,305344537.2940449 ,304326665.8598335 ,302874007.1453142 ,306297179.69538736 ,305263025.667183 ,303785571.0740713 ,305931220.245971 ,304870435.81568563 ,303354859.64406157 ,309502080.6057751 ,308602630.05800563 ,307318277.4227173 ,304574601.61709964 ,303718504.0482848 ,302495246.54173946 ,306943633.25623304 ,305876304.31366116 ,304353184.52190423 ,307209629.09884644 ,306132857.6033395 ,304595896.73015785 ,315980477.61755514 ,314836982.4963107 ,313203376.0550476 ,326975427.78415716 ,325971845.15918344 ,324536742.68037194 
 02/17  21:00:00,328452810.83489746 ,327677470.19253063 ,326576165.3848033 ,333326183.24772406 ,332509588.197488 ,331342696.8046328 ,324925177.38164407 ,324132828.6095191 ,323000699.0746235 ,324934195.49710566 ,324067334.6373584 ,322834364.6673218 ,320972136.30752397 ,320168142.72497594 ,319018984.9464854 ,316625639.0793303 ,315634076.2735945 ,314217352.2648706 ,317249842.2679419 ,316411456.000539 ,315212963.8883937 ,321292588.548068 ,320285522.5016175 ,318846636.30083585 ,321916243.3308089 ,320954553.66107905 ,319587105.7975626 ,321473274.07305676 ,320432465.66615146 ,318945494.9062373 ,330316673.4120959 ,329414563.1680422 ,328125812.80421036 ,325587841.9894824 ,324733279.18612355 ,323500483.71537817 ,322841606.96469426 ,321824783.70635164 ,320371258.4768111 ,326678577.99296534 ,325726900.5788279 ,324358986.3964203 ,330991533.4585983 ,329847917.1998751 ,328214118.28457034 ,340315161.79669344 ,339317922.43467945 ,337892095.26266044 
 02/17  22:00:00,312576466.5995419 ,311806792.75839734 ,310706886.17554355 ,317612029.3997905 ,316794619.73989236 ,315626595.7127539 ,309518520.94457996 ,308724605.9792814 ,307590282.9469713 ,311557869.35814726 ,310691484.91344905 ,309454108.39246 ,305310367.998229 ,304504647.842895 ,303353077.2793079 ,300301721.47250855 ,299309866.1669897 ,297892734.1989661 ,301079454.64622164 ,300238373.6619384 ,299035045.72549826 ,304323670.3917281 ,303315710.79737294 ,301875599.28658247 ,306755899.29037124 ,305874436.45984674 ,304619160.755754 ,306166033.3035349 ,305258400.2046769 ,303965952.79367983 ,317255844.04163784 ,316353448.43934864 ,315064341.9453381 ,312730799.76378256 ,311870901.45842433 ,310642139.91242445 ,308797158.24300236 ,307894598.2388716 ,306604103.53836507 ,315394859.82821923 ,314440930.3624607 ,313077165.8429158 ,313498660.75235665 ,312354934.5305843 ,310720990.4950777 ,319974508.1535139 ,318972090.1746894 ,317538970.5453727 
 02/17  23:00:00,219812693.65028873 ,219043843.1361476 ,217937805.92032436 ,223563576.2758917 ,222742305.64571828 ,221568803.00140566 ,213271199.21716756 ,212471997.73382482 ,211327331.11781216 ,219079414.9083015 ,218213428.63803393 ,216969114.65609622 ,210931265.77427572 ,210121383.20716205 ,208963925.899849 ,205235216.66728386 ,204425173.8537234 ,203266971.87647855 ,207801068.4798029 ,206955434.6129004 ,205745868.03728336 ,209033591.8145171 ,208200598.69818732 ,207012521.01722834 ,213749518.6432965 ,212877050.86680606 ,211630234.33352375 ,213761065.80460015 ,212883515.76071957 ,211630549.7083991 ,225480471.08227998 ,224579703.8556944 ,223289772.280029 ,221652446.1012755 ,220788168.25981033 ,219558130.6533125 ,216069058.75063097 ,215165122.70696047 ,213872697.69372183 ,223668946.31906474 ,222709699.7699591 ,221336194.168423 ,212942602.9917667 ,211811851.69599453 ,210200207.04652488 ,225561849.31633765 ,224562463.71539864 ,223122160.63221657 
 02/17  24:00:00,71758475.36668602 ,71631710.38978171 ,71450585.60474136 ,72722045.80496895 ,72565270.73010093 ,72341282.50493726 ,73584406.26366189 ,73433637.8601655 ,73218160.32781367 ,75274061.0473351 ,75106564.05893792 ,74867173.06372537 ,74462682.70741573 ,74307965.9086828 ,74086876.25478883 ,77606639.71610028 ,77442444.57541306 ,77207772.90651453 ,75372519.76970486 ,75207126.59170267 ,74970820.292441 ,78979534.09395567 ,78812098.16415541 ,78572808.82398544 ,79059062.16750976 ,78886961.47578356 ,78640977.87815788 ,78417095.21485966 ,78243602.42516562 ,77995505.97028278 ,75439736.38921666 ,75262885.9672452 ,75010140.31007713 ,75580442.20909646 ,75412351.24151821 ,75172166.39001301 ,77996197.97781706 ,77815045.51526739 ,77557982.1089934 ,76628110.40513897 ,76440607.07956779 ,76172633.95010358 ,82930084.45672545 ,82745007.62547325 ,82480578.1720922 ,76810308.71885243 ,76609100.26667348 ,76320204.81711128 
 02/18  01:00:00,30512123.041735657 ,30512123.041735657 ,30512123.041735657 ,31149988.213365845 ,31148067.55375839 ,31145300.376674637 ,31718726.45335116 ,31716937.738531996 ,31713090.20598823 ,32076990.50698217 ,32072434.3328158 ,32065925.064967997 ,32247240.785715252 ,32244017.911936823 ,32239398.747869425 ,34088374.55287334 ,34084249.78135082 ,34078348.5962608 ,32488304.171647497 ,32484924.89752563 ,32477829.82252006 ,34897661.28970577 ,34894212.38564917 ,34889213.90893038 ,34490738.265956864 ,34484599.17188516 ,34479973.81699353 ,34568729.04029674 ,34564985.15628414 ,34559537.66784369 ,31959710.84766731 ,31957028.399830703 ,31953144.03741633 ,32451400.379863806 ,32446705.031606708 ,32439627.52766756 ,34263858.16887654 ,34259150.79222596 ,34252358.29811968 ,32552536.021318104 ,32548648.447611142 ,32543873.12861888 ,37095559.76035019 ,37092424.8790901 ,37087913.46750388 ,32435899.053154293 ,32432481.564332265 ,32427559.88013243 
