File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ03/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,123.86,3270193.29,345.44,9120549.52
CZ03/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,182.35,1260435.46,470.73,3253784.44
CZ03/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,175.68,1214327.86,448.5,3100091.47
CZ03/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,184.48,1275191.2,477.9,3303372.68
CZ03/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,104.13,8298445.51,309.99,24703189.97
CZ03/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,95.64,7621938.82,281.63,22443349.34
CZ03/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,105.96,8443954.35,316.08,25188886.6
CZ03/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,93.15,4275607.88,262.12,12031344.64
CZ03/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,90.72,4163893.87,254.08,11662037.26
CZ03/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,98.63,4527102.56,280.51,12875131.04
CZ03/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,83.92,865346.72,221.95,2288785.56
CZ03/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,79.62,821026.81,207.59,2140732.21
CZ03/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,84.64,872835.79,224.37,2313776.33
CZ03/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,70.61,2295587.83,212.27,6900659.3
CZ03/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,68.37,2222771.24,204.83,6658860.6
CZ03/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,75.41,2451520.31,228.34,7422973.02
CZ03/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,73.35,136323.08,234.75,436274.82
CZ03/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,64.24,119381.81,204.3,379690.99
CZ03/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,75.57,140450.37,242.16,450059.97
CZ03/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,105.85,2360148.07,286.47,6387413.36
CZ03/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,94.95,2117157.88,250.03,5574881.33
CZ03/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,108.07,2409644.7,293.84,6551778.2
CZ04/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,124.27,3281034.12,344.91,9106531.87
CZ04/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,125.93,3324897.08,350.31,9249059.46
CZ04/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,137.76,3637209.69,389.81,10292023.03
CZ04/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,193.29,1336048.08,510.37,3527785.36
CZ04/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,188.43,1302467.11,494.17,3415811.1
CZ04/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,197.04,1361994.42,522.94,3614641.17
CZ04/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,115.04,9167978.24,341.42,27208322.64
CZ04/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,108.8,8670404.14,320.53,25543477.37
CZ04/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,118.43,9437903.64,352.7,28106911.51
CZ04/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,110.27,5061162.75,307.93,14133822.15
CZ04/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,108.54,4981773.04,302.42,13881022.66
CZ04/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,116.14,5330905.47,327.84,15047799.18
CZ04/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,89.38,921693.21,240.87,2483899.7
CZ04/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,86.24,889288.11,230.37,2375627.65
CZ04/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,91.04,938814.72,246.41,2541042.69
CZ04/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,81.23,2640806.63,243.09,7902382.82
CZ04/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,79.57,2586701.24,237.71,7727580.46
CZ04/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,86.31,2805906.88,260.22,8459525.84
CZ04/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,78.04,145029.87,252.15,468619.94
CZ04/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,72.32,134408.07,233.06,433143.15
CZ04/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,83.03,154310.11,268.83,499615.95
CZ04/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,123.41,2751685.51,335.26,7475225.49
CZ04/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,114.51,2553216.87,305.38,6809036.98
CZ04/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,127.44,2841570.69,348.57,7772014.37
CZ05/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,112.97,2982578.61,308.92,8156084.28
CZ05/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,111.77,2950901.01,304.86,8049117.88
CZ05/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,122.14,3224837.95,339.52,8964121.6
CZ05/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,181.68,1255808.06,469.56,3245689.12
CZ05/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,175.92,1215989.04,450.45,3113632.06
CZ05/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,183.48,1268217.53,475.69,3288055.1
CZ05/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,105.81,8432398.2,313.83,25009533.31
CZ05/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,98.44,7844871.9,289.19,23045509.73
CZ05/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,107.38,8556933.43,319.03,25423783.26
CZ05/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,96.69,4438076.24,270.72,12425926.6
CZ05/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,94.35,4330546.04,263.19,12080204.53
CZ05/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,101.56,4661491.35,287.27,13185539.47
CZ05/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,85.14,878023.32,225.05,2320708.56
CZ05/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,81.35,838888.4,212.37,2189963.36
CZ05/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,85.73,884062.19,227.0,2340832.42
CZ05/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,71.24,2315763.96,215.03,6990443.43
CZ05/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,69.11,2246797.87,208.02,6762598.4
CZ05/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,75.45,2452718.24,229.18,7450249.48
CZ05/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,71.87,133570.68,230.59,428541.1
CZ05/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,64.7,120241.16,206.63,384020.67
CZ05/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,74.45,138367.18,239.21,444561.57
CZ05/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,107.16,2389320.2,291.53,6500070.57
CZ05/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,97.78,2180177.75,260.15,5800398.92
CZ05/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,109.06,2431693.77,297.82,6640502.38
CZ06/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,122.04,3222169.45,353.42,9331230.79
CZ06/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,124.6,3289785.77,361.93,9555923.63
CZ06/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,134.24,3544302.11,394.14,10406147.7
CZ06/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,178.96,1236979.53,491.41,3396713.32
CZ06/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,173.96,1202458.07,475.01,3283353.14
CZ06/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,181.34,1253490.28,499.67,3453805.92
CZ06/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,114.25,9104964.86,350.14,27903209.67
CZ06/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,108.68,8660913.95,331.51,26418128.01
CZ06/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,116.95,9319739.69,359.12,28618613.11
CZ06/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,102.85,4720885.08,306.12,14050746.82
CZ06/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,102.69,4713606.9,306.36,14061714.64
CZ06/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,109.22,5013298.29,328.17,15062636.28
CZ06/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,89.55,923482.33,249.16,2569394.3
CZ06/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,86.13,888214.34,237.74,2451573.51
CZ06/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,90.32,931438.27,251.74,2595947.36
CZ06/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,81.08,2635864.27,253.55,8242686.16
CZ06/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,81.09,2635966.87,253.68,8246749.56
CZ06/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,86.4,2808835.01,271.44,8824094.24
CZ06/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,77.06,143217.7,251.7,467777.32
CZ06/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,71.52,132925.03,233.2,433399.75
CZ06/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,81.9,152218.74,267.87,497840.76
CZ06/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,114.67,2556818.58,335.4,7478299.82
CZ06/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,106.1,2365765.49,306.54,6834812.87
CZ06/Rt3&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,117.36,2616742.25,344.14,7673098.73
CZ07/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,126.77,3346907.27,365.02,9637468.33
CZ07/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,132.23,3491096.36,383.01,10112348.16
CZ07/ECC&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,141.66,3740079.53,414.51,10944021.25
CZ07/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,183.65,1269452.58,502.9,3476143.03
CZ07/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,180.08,1244729.29,490.97,3393693.75
CZ07/ESe&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,187.24,1294208.56,514.87,3558899.74
CZ07/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,121.42,9676149.43,367.94,29321353.84
CZ07/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,116.94,9318820.25,353.02,28132190.81
CZ07/EUn&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,124.97,9959023.87,379.85,30270472.8
CZ07/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,110.09,5052910.05,323.28,14838315.48
CZ07/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,109.95,5046623.51,324.25,14882711.88
CZ07/Hsp&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,116.2,5333376.59,345.12,15840663.95
CZ07/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,93.9,968281.41,260.55,2686802.67
CZ07/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,90.85,936885.8,250.38,2581934.13
CZ07/Nrs&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,94.9,978629.23,263.9,2721354.45
CZ07/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,88.36,2872307.07,271.54,8827301.02
CZ07/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,89.26,2901677.84,274.77,8932504.84
CZ07/OfL&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,94.25,3063966.53,291.46,9474872.13
CZ07/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,79.19,147175.64,258.95,481258.01
CZ07/OfS&0&cPVVE&New&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,74.92,139229.01,244.67,454716.28
