File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ02/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,218.57,1510766.63,576.66,3986016.75
CZ02/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,229.12,1583755.63,611.94,4229831.98
CZ02/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,142.49,11355265.65,414.75,33051754.95
CZ02/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,133.21,10615778.33,383.86,30590512.86
CZ02/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,146.4,11666959.87,427.92,34101480.32
CZ02/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,116.45,5345005.1,327.78,15044866.52
CZ02/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,114.39,5250196.58,321.22,14743705.21
CZ02/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,122.62,5628009.15,348.71,16005534.87
CZ02/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,118.46,1221555.77,311.65,3213818.7
CZ02/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,113.92,1174751.32,296.5,3057535.68
CZ02/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,120.49,1242548.56,318.46,3283977.47
CZ02/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,116.48,3786750.89,324.11,10536529.44
CZ02/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,111.96,3639776.08,309.21,10052002.25
CZ02/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,123.27,4007258.09,346.96,11279353.38
CZ02/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,132.8,246798.53,432.7,804165.01
CZ02/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,124.18,230785.68,403.92,750682.12
CZ02/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,141.92,263748.11,463.16,860776.64
CZ02/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,136.31,3039244.45,390.89,8715573.71
CZ02/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,124.7,2780327.33,352.04,7849321.35
CZ02/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,137.98,3076593.16,396.42,8838807.04
CZ03/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,126.71,3345369.35,360.25,9511454.66
CZ03/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,127.15,3356933.02,361.71,9550114.22
CZ03/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,140.36,3705955.08,405.86,10715778.69
CZ03/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,203.43,1406132.83,552.65,3820009.18
CZ03/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,194.76,1346200.74,523.74,3620204.11
CZ03/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,205.71,1421892.68,560.32,3873020.91
CZ03/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,126.0,10041449.6,377.02,30044850.76
CZ03/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,114.92,9157816.33,339.97,27092289.21
CZ03/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,129.04,10283502.34,387.15,30852010.1
CZ03/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,97.47,4473847.48,285.9,13122441.1
CZ03/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,95.06,4363313.18,277.92,12756467.12
CZ03/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,103.58,4754058.81,306.36,14061703.0
CZ03/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,104.4,1076573.81,284.67,2935582.77
CZ03/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,98.64,1017144.92,265.43,2737138.97
CZ03/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,105.41,1086978.01,288.05,2970362.48
CZ03/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,102.57,3334477.74,293.11,9528649.49
CZ03/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,97.09,3156252.61,274.88,8935948.1
CZ03/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,108.36,3522741.83,312.54,10160328.94
CZ03/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,123.27,229096.04,403.32,749571.31
CZ03/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,108.93,202452.91,355.44,660583.27
CZ03/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,128.28,238406.81,420.06,780669.29
CZ03/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,114.16,2545438.09,340.44,7590690.31
CZ03/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,102.26,2280083.39,300.63,6703024.73
CZ03/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,116.16,2590067.2,347.06,7738378.15
CZ04/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,141.21,3728393.8,404.25,10673224.43
CZ04/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,145.25,3835003.37,417.62,11026228.68
CZ04/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,158.4,4182207.43,461.54,12185710.32
CZ04/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,217.26,1501729.59,598.28,4135439.23
CZ04/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,210.5,1455033.26,576.05,3981791.57
CZ04/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,221.15,1528647.95,611.62,4227671.23
CZ04/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,141.28,11258348.96,420.09,33477050.38
CZ04/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,133.45,10634678.74,393.97,31395985.99
CZ04/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,146.57,11680211.69,437.79,34888002.16
CZ04/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,116.6,5351968.95,335.98,15421389.1
CZ04/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,114.94,5275473.27,330.67,15177442.62
CZ04/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,123.05,5647934.0,357.77,16421590.32
CZ04/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,114.61,1181876.37,313.88,3236774.54
CZ04/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,110.64,1140913.46,300.6,3099871.31
CZ04/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,117.23,1208919.8,322.63,3327008.31
CZ04/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,115.5,3754891.99,331.32,10770670.04
CZ04/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,112.63,3661375.53,321.83,10462186.31
CZ04/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,123.45,4013274.45,357.98,11637317.71
CZ04/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,135.93,252627.84,446.55,829916.02
CZ04/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,128.2,238249.18,420.71,781891.27
CZ04/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,146.59,272433.61,482.15,896067.29
CZ04/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,137.15,3057994.66,402.97,8984847.29
CZ04/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,125.64,2801401.24,364.41,8125066.38
CZ04/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,139.16,3102706.65,409.53,9131217.01
CZ05/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,127.99,3379109.43,364.27,9617668.79
CZ05/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,128.14,3383151.01,364.74,9629902.56
CZ05/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,139.99,3695978.77,404.31,10674757.68
CZ05/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,204.07,1410549.83,554.55,3833132.44
CZ05/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,196.5,1358233.68,529.37,3659130.64
CZ05/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,206.08,1424451.68,561.37,3880317.55
CZ05/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,128.68,10254312.29,384.38,30631525.33
CZ05/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,118.93,9477804.41,351.82,28037038.73
CZ05/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,131.36,10468234.9,393.33,31345064.99
CZ05/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,102.01,4682138.64,296.93,13628658.2
CZ05/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,99.68,4575187.82,289.52,13288674.45
CZ05/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,107.5,4934226.58,315.65,14487912.33
CZ05/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,106.25,1095633.94,290.25,2993075.08
CZ05/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,101.16,1043157.31,273.24,2817721.25
CZ05/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,107.14,1104835.58,293.22,3023738.58
CZ05/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,103.39,3360962.19,298.06,9689495.12
CZ05/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,98.02,3186344.9,280.28,9111430.01
CZ05/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,108.43,3524891.57,315.05,10241893.4
CZ05/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,122.29,227282.59,400.72,744728.15
CZ05/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,111.19,206641.13,363.62,675786.28
CZ05/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,128.32,238488.0,420.85,782154.84
CZ05/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,118.51,2642381.87,351.71,7841992.26
CZ05/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,108.01,2408171.4,316.55,7058095.16
CZ05/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,120.17,2679509.47,357.2,7964383.45
CZ06/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,142.28,3756448.05,421.6,11131152.63
CZ06/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,145.58,3843546.74,432.54,11420040.53
CZ06/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,156.7,4137230.6,469.7,12401117.97
CZ06/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,205.49,1420422.55,582.49,4026261.74
CZ06/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,199.23,1377119.52,561.93,3884154.87
CZ06/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,208.23,1439353.74,592.0,4092013.11
CZ06/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,142.29,11338985.18,436.77,34806919.5
CZ06/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,135.07,10763776.87,412.56,32877509.93
CZ06/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,146.32,11660301.16,450.13,35871500.62
CZ06/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,110.81,5086158.61,336.98,15466924.95
CZ06/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,110.63,5077792.79,336.93,15464825.85
CZ06/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,117.69,5401731.65,360.5,16546798.53
CZ06/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,113.87,1174277.23,324.51,3346437.04
CZ06/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,109.24,1126491.44,309.04,3186825.52
CZ06/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,114.87,1184510.7,327.83,3380609.52
CZ06/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,115.78,3763883.11,350.26,11386615.15
CZ06/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,114.52,3723017.28,346.19,11254148.66
CZ06/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,122.85,3993702.67,373.99,12157934.84
CZ06/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,130.15,241890.51,429.2,797670.14
CZ06/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,122.68,228006.52,404.25,751297.59
CZ06/OfS&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,139.96,260111.58,461.95,858528.48
CZ06/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,133.79,2983173.59,410.92,9162183.76
CZ06/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,123.84,2761238.24,377.44,8415731.09
CZ06/Rt3&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,135.77,3027200.66,417.28,9304028.3
CZ07/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,148.83,3929502.87,438.42,11575350.35
CZ07/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,153.77,4059978.28,454.96,12011919.76
CZ07/ECC&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,164.7,4348369.93,491.44,12975068.71
CZ07/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,210.78,1456928.19,597.06,4126998.45
CZ07/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,205.77,1422309.44,580.87,4015083.15
CZ07/ESe&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,214.59,1483304.53,610.35,4218831.04
CZ07/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,151.4,12065154.45,458.17,36512243.28
CZ07/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,146.01,11635973.89,440.11,35072469.39
CZ07/EUn&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,156.74,12490482.23,475.92,37926536.23
CZ07/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,119.86,5501693.35,358.44,16452032.31
CZ07/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,119.72,5495279.84,358.99,16477189.43
CZ07/Hsp&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,126.53,5807525.25,381.71,17520119.99
CZ07/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,118.79,1224994.17,337.08,3476000.42
CZ07/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CWPumpCtrl-Full-Msr/instance-out.sql,114.9,1184813.92,324.06,3341795.85
CZ07/Nrs&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-PumpCtrl-Full-Std/instance-out.sql,120.24,1239972.42,341.93,3526024.7
CZ07/OfL&0&cPVVE&Ex&Chiller__PumpCtrl/NE-Chiller-CHWPumpCtrl-Full-Msr/instance-out.sql,121.71,3956521.78,363.9,11829824.5
