Date/Time,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 02/17  22:00:00,319387350.7899626 ,318583672.23611563 ,317433758.6520939 ,323775843.40950894 ,322859899.33502555 ,321554629.42168885 ,315220346.3939166 ,314296574.4698528 ,312978744.0400839 ,316791320.64981586 ,315819568.1963633 ,314432784.62854064 ,311006952.7628787 ,310080675.81637585 ,308757499.59608954 ,304226177.77063245 ,303149861.94079256 ,301612153.80307597 ,303604385.0274032 ,302631494.59181017 ,301315999.7217306 ,311529584.06438124 ,310386552.860262 ,308753484.7333801 ,312938405.64879036 ,311753522.08290154 ,310060793.28572524 ,311125468.2902504 ,310019944.4537077 ,308472448.8945377 ,324210804.5535336 ,323180779.6175157 ,321708899.6246394 ,317735163.71757346 ,316782426.4424352 ,315420121.7398844 ,313505612.91814756 ,312436643.2136 ,310917877.32937706 ,320385428.4208477 ,319348100.34585965 ,317866462.5000602 ,321598182.74043095 ,320330860.3470239 ,318520237.9698268 ,326579364.607603 ,325482488.237446 ,323915624.6936225 
 02/17  23:00:00,227590155.45267466 ,226858893.1608244 ,225831467.1811959 ,230546951.563529 ,229625834.88831908 ,228312728.98708668 ,219357515.20520806 ,218428306.81053787 ,217101981.11731625 ,224753994.27397156 ,223778574.71811524 ,222386345.77823973 ,216964277.92736772 ,216032697.19581681 ,214701960.9231582 ,206503205.40331972 ,205577982.0888761 ,204256769.14905217 ,210548102.20714644 ,209651134.1007277 ,208366655.34556073 ,213127012.66010752 ,212107083.922191 ,210651341.10867518 ,218179133.52739686 ,217190900.41160882 ,215778965.14529553 ,218573930.08948705 ,217592258.69838437 ,216187325.02666062 ,232738970.95520484 ,231706165.508644 ,230229653.44512776 ,227051514.0330532 ,226106050.1207063 ,224739137.2480634 ,221189622.45072177 ,220187127.68447655 ,218754500.3181527 ,228866361.85704026 ,227822084.63592544 ,226341586.61411643 ,219750995.41111585 ,218496617.96882325 ,216704609.9122493 ,231936482.07784384 ,230833358.94041264 ,229257419.24472255 
 02/17  24:00:00,74717776.10559833 ,74624956.960962 ,74489334.41753441 ,73832439.694011 ,73683314.26231253 ,73472464.86633782 ,74229389.94933146 ,74061104.51250933 ,73820607.30627249 ,76067522.84038375 ,75881891.45228383 ,75616750.8649068 ,75592658.7604588 ,75421106.88968097 ,75175966.14760439 ,78534850.15418303 ,78360090.5350818 ,78110353.76541044 ,77381762.10034378 ,77205040.60552932 ,76952490.26431648 ,80799889.61389117 ,80619714.53659084 ,80362316.4501898 ,80845541.29492813 ,80659703.53549959 ,80394127.9401235 ,79549308.11736582 ,79366042.87693298 ,79104102.3700918 ,76154277.14493793 ,75961044.01204658 ,75685262.49842721 ,76186724.32915539 ,76006397.24303044 ,75748932.99427724 ,80278524.87567802 ,80081004.73614192 ,79798589.89652458 ,78302764.76970927 ,78100582.10387944 ,77811697.52868018 ,84871949.25305802 ,84666514.83531292 ,84372948.01095136 ,80234570.54219204 ,80007702.3869683 ,79683538.54262473 
 02/18  01:00:00,31084812.02422377 ,31084812.02422377 ,31084812.02422377 ,31653355.751222566 ,31653291.84762227 ,31653183.2360702 ,31979021.86703226 ,31978169.303837933 ,31976905.959642526 ,32330999.13324626 ,32329472.68313186 ,32327243.296859916 ,32709204.435027424 ,32707489.43773856 ,32704994.989882175 ,34542501.20495782 ,34539532.81772526 ,34532453.54427887 ,33502629.19156063 ,33498656.173032433 ,33490841.88461684 ,36162334.878821224 ,36159268.03423574 ,36154871.5389679 ,35474061.51935178 ,35470915.749061085 ,35466344.6179621 ,34993379.65651473 ,34988912.88618198 ,34982402.11925665 ,32442114.133036233 ,32440852.250245035 ,32439140.71576082 ,32508757.53995699 ,32506848.904125214 ,32504804.28612114 ,35035925.90347328 ,35030658.6234262 ,35022785.69329314 ,33274798.188386906 ,33271689.775279604 ,33268577.009643994 ,38720671.79431935 ,38718625.901226215 ,38715628.63932609 ,33900609.21988277 ,33896300.51090382 ,33890135.88175501 
 02/18  02:00:00,31084812.02422377 ,31084812.02422377 ,31084812.02422377 ,31652668.634657826 ,31652668.634657826 ,31652668.634657826 ,31792875.12533906 ,31792451.05992426 ,31791815.575903557 ,31923524.835800763 ,31922735.798407983 ,31921532.246978164 ,32599677.378505558 ,32598084.752726637 ,32595766.036291234 ,33887989.00492404 ,33885050.081686795 ,33880788.77923776 ,32933223.309713528 ,32930538.851788986 ,32926671.155555744 ,35391629.9103166 ,35388815.34601088 ,35384780.89247018 ,34057129.932236984 ,34054741.49200941 ,34051277.287746996 ,33879981.05762977 ,33876371.61200009 ,33871138.43591121 ,32185002.395051118 ,32184719.899481345 ,32184235.95745007 ,32099179.269995466 ,32097823.25097641 ,32095929.57792716 ,33790623.466775805 ,33786997.68156478 ,33781707.16548312 ,33047979.709909037 ,33046072.016688418 ,33043350.618818276 ,38066707.75436915 ,38064775.187134966 ,38061942.68285446 ,33276405.207578328 ,33274180.36101906 ,33270979.604889374 
 02/18  03:00:00,31084812.02422377 ,31084812.02422377 ,31084812.02422377 ,31652668.634657823 ,31652668.634657823 ,31652668.634657823 ,31725264.816227682 ,31724994.983619776 ,31724585.485018224 ,31776832.450217657 ,31776774.404852387 ,31776686.11936836 ,32281166.196150634 ,32279663.22476105 ,32277470.24035986 ,33024896.346456792 ,33022664.5396104 ,33019424.07511103 ,32526077.054657307 ,32524533.073662385 ,32522317.80366672 ,34323722.60776935 ,34321283.231758595 ,34317789.272743165 ,33672792.36488907 ,33670672.99581923 ,33667602.62703553 ,33057100.25478899 ,33055485.30372169 ,33053142.921286184 ,32072748.78725066 ,32072447.16049231 ,32072073.273893066 ,31754171.453138366 ,31753557.70952332 ,31752703.340957608 ,33007216.74224203 ,33005733.18574041 ,33003550.52609744 ,32810610.178597525 ,32809013.63626526 ,32806735.132657252 ,37526197.50301572 ,37524299.99364214 ,37521515.09377483 ,33100105.305114336 ,33098330.451102223 ,33095782.121992942 
 02/18  04:00:00,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28195059.472043484 ,28284423.084289107 ,28283587.437832497 ,28282352.542890936 ,28480744.477511093 ,28480330.89886703 ,28479724.558523867 ,28368041.53432712 ,28367326.724170122 ,28366285.63368444 ,29090096.480229795 ,29088559.965783313 ,29086360.64201477 ,28919700.006833248 ,28918362.814411104 ,28916427.2799717 ,28468306.78479816 ,28467713.88631646 ,28466856.259533018 ,30355059.472043484 ,30355059.472043484 ,30355059.472043484 ,32515059.472043484 ,32515059.472043484 ,32515059.472043484 ,28558945.25907708 ,28558174.474768765 ,28557062.337992787 ,28405265.72296772 ,28404441.029953226 ,28403265.883102555 ,31162718.0238357 ,31161365.67046582 ,31159378.569166206 ,28535434.48632726 ,28534394.443820056 ,28532878.587372296 
 02/18  05:00:00,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28195059.47204348 ,28195059.47204348 ,28195059.47204348 ,28195059.472043477 ,28195059.472043477 ,28195059.472043477 ,28200715.192517474 ,28200568.33041279 ,28200357.393885948 ,28427596.24116235 ,28427190.9852314 ,28426598.667462096 ,28254181.046903152 ,28253467.23094193 ,28252428.196063522 ,28737634.40325769 ,28737524.790576965 ,28736407.553554233 ,28612067.24121502 ,28611722.83635519 ,28611219.082147572 ,28305751.59991462 ,28305185.71409602 ,28304366.954045918 ,29635059.472043477 ,29635059.472043477 ,29635059.472043477 ,32515059.47204348 ,32515059.47204348 ,32515059.47204348 ,28465001.604019873 ,28464273.374168377 ,28463222.31360644 ,29655517.20857504 ,29655243.10032502 ,29654847.71019018 ,30278599.615193866 ,30277290.241624173 ,30275365.371144272 ,28417646.41172182 ,28416562.12996351 ,28414978.294920728 
 02/18  06:00:00,73955014.02022812 ,73858305.69838451 ,73718316.7759902 ,70557353.01889235 ,70409120.71524271 ,70197362.47381084 ,69152067.86541402 ,68989504.01503557 ,68761305.17772625 ,70088914.03348018 ,69928607.72805372 ,69699623.16075893 ,69428325.80642876 ,69260820.08483078 ,69021515.43449701 ,70220552.55921602 ,70047650.54172605 ,69800608.56351243 ,69819870.88134925 ,69647564.03930339 ,69401394.69923632 ,70927474.103416 ,70748357.88067548 ,70492469.04746947 ,70908215.82085696 ,70723770.45829695 ,70460249.38727552 ,70222632.80135748 ,70043360.18770885 ,69787246.94673917 ,70580129.46089171 ,70410682.55699569 ,70170124.1087476 ,74341742.1245991 ,74188574.6877388 ,73969834.97149475 ,70967482.92569087 ,70774962.16480213 ,70499922.28012583 ,75116591.14786951 ,74919444.3039496 ,74637786.56206574 ,73723538.95499735 ,73519536.24016397 ,73228040.67738417 ,72355103.72361593 ,72135045.65394431 ,71820644.46459606 
 02/18  07:00:00,145811240.8950762 ,145713355.71300435 ,145571973.23237106 ,142651604.5121091 ,142503011.1675458 ,142290753.35178027 ,141192413.16809615 ,141049660.39000618 ,140849187.38592124 ,142420100.19825065 ,142267407.3212312 ,142049275.11114252 ,142036427.3926735 ,141868048.74921814 ,141627446.23012877 ,143704421.02233815 ,143530144.31568566 ,143281074.15491405 ,142534607.5866693 ,142361156.82450452 ,142113332.26008168 ,144686154.4926585 ,144505923.51134172 ,144248432.39509422 ,143924863.6700202 ,143739619.57896626 ,143474935.98711583 ,143413015.54919887 ,143230138.97622058 ,142971275.23162168 ,145447534.6495005 ,145285715.17581552 ,145054089.10999534 ,146651768.284336 ,146501979.9981821 ,146287945.4171553 ,143732147.69640762 ,143538271.7798658 ,143262006.2193653 ,147552830.16135493 ,147355834.21962455 ,147074419.67381236 ,148353191.0202458 ,148148270.6864816 ,147855391.4007374 ,145303065.64683592 ,145082869.70470324 ,144768359.8727901 
 02/18  08:00:00,235638109.28579915 ,234918476.11145312 ,233888054.8726583 ,225569814.436655 ,224651832.67021802 ,223317780.4795332 ,213241338.26996878 ,212310711.64251316 ,210988098.82214636 ,231214808.28653616 ,230255019.1719455 ,228877506.32179135 ,212275028.29088232 ,211336794.16093075 ,209996526.63957858 ,204503174.46020886 ,203575358.20704097 ,202158160.96953505 ,207234202.13791996 ,206326120.10254532 ,205027410.29949388 ,209175814.8775127 ,208197808.04282072 ,206799653.40294522 ,216150622.75779623 ,215145095.19877174 ,213708429.0187297 ,217360336.92527413 ,216363756.6944014 ,214939740.97630736 ,240826140.85304967 ,239817083.77749023 ,238374818.7193516 ,238913445.6570202 ,237978027.2763145 ,236640631.79874527 ,225903976.1378452 ,224894477.21265444 ,223452312.3045268 ,231992221.34361565 ,230934220.01692644 ,229422362.18917495 ,210678463.90878183 ,209508145.10933673 ,207879464.23593357 ,228613995.6143105 ,227506740.27793851 ,225924776.34153602 
 02/18  09:00:00,233079765.2907825 ,232351941.65352207 ,231312835.55078986 ,226782352.2544816 ,225857966.2089913 ,224554778.78602743 ,214503064.3982765 ,213571030.63317746 ,212240302.41560107 ,232556827.02977803 ,231587125.75821036 ,230203172.11821 ,214962912.19115955 ,214029804.60268584 ,212696860.4453498 ,210707487.9322436 ,209717627.81828016 ,208340597.99924225 ,207210212.9890054 ,206301338.21185407 ,205001705.99541694 ,214948324.84310007 ,213892821.61218125 ,212385850.07556087 ,222063624.3193816 ,220998707.34484667 ,219507620.55260786 ,217427499.4888 ,216428848.91947412 ,215000848.74611735 ,232993071.08801615 ,231917843.98151386 ,230435215.23552915 ,237331128.07458645 ,236373675.124647 ,235002361.29868364 ,227556914.61963874 ,226544795.06421635 ,225099468.4245405 ,232394825.37846506 ,231343121.87752932 ,229840425.5282998 ,223665716.08806944 ,222399501.27835065 ,220592226.87077957 ,236439240.54891118 ,235328266.26730564 ,233714546.3432312 
 02/18  10:00:00,269679454.4121225 ,268873675.7729957 ,267721269.93317878 ,267908270.98922017 ,266983927.11432627 ,265666231.63827822 ,254807235.54166883 ,253875281.67042038 ,252544591.85386235 ,273324385.83267313 ,272355677.687845 ,270973082.28530556 ,255948431.10578513 ,255015615.1763981 ,253683078.25041214 ,259983979.23037416 ,258906877.37837481 ,257368412.5506012 ,247025241.80601576 ,246058623.70294034 ,244680656.98046696 ,264797324.5688193 ,263641342.60854396 ,261990486.98647413 ,268651697.76373124 ,267466246.56677365 ,265772591.3824834 ,262146366.54959947 ,260968562.0474769 ,259285932.08093646 ,271145760.91448116 ,270138455.1682795 ,268604312.16199696 ,275246180.29440427 ,274286999.74185616 ,272920135.6772471 ,269104488.30994976 ,267967168.91978204 ,266342336.28787845 ,271476881.7849248 ,270358945.15328026 ,268761664.59871453 ,277553774.4225689 ,276268854.78365195 ,274433915.4605273 ,281171867.5519419 ,280049628.1882435 ,278444462.75004274 
 02/18  11:00:00,245971683.8889898 ,245164931.59851587 ,244011013.6028384 ,245607263.67915314 ,244681446.0638641 ,243361730.76545525 ,233852824.2600408 ,232918394.38314438 ,231584083.21344176 ,248208047.85844937 ,247234386.70078385 ,245844484.05432728 ,233795294.52611706 ,232861383.68029904 ,231527285.58099806 ,247466080.49869144 ,246386392.46156752 ,244844109.70903334 ,229608867.553712 ,228529430.17438063 ,226987253.33556515 ,254135008.91554028 ,252964142.58162138 ,251291380.36901107 ,257615641.8751947 ,256417104.08413804 ,254706253.06052625 ,247439238.81035402 ,246237803.41561657 ,244521328.0372796 ,254625576.95692155 ,253411304.16799325 ,251679261.56440318 ,250239965.55537942 ,249223381.44252995 ,247804634.58962995 ,256385847.97657436 ,255177184.87336254 ,253452790.75149742 ,252590226.4820545 ,251343964.39091682 ,249565329.84551346 ,270240167.91236424 ,268780105.6592288 ,266693209.14574054 ,261592712.42722577 ,260313098.9264784 ,258510693.86005664 
 02/18  12:00:00,232587815.53084987 ,231787816.1619568 ,230643826.5958767 ,227838648.4731801 ,226919031.0702261 ,225607921.97919977 ,229149324.7495351 ,228050164.34939748 ,226476940.06771448 ,235442479.88446867 ,234388818.53952777 ,232916209.8011076 ,222992631.15183142 ,221886211.11871463 ,220307181.3676614 ,254256868.10648328 ,253157099.66109622 ,251585848.43310723 ,230124505.36647505 ,229023593.77584556 ,227450836.8478316 ,265120704.2202156 ,263939433.17607185 ,262251834.03972334 ,265424526.82285014 ,264213405.71055132 ,262483055.76940006 ,256990529.75882766 ,255789341.43307945 ,254073245.02278847 ,261195923.0277701 ,259953630.1243493 ,258178388.14501268 ,252967157.6718764 ,251817655.58838502 ,250175629.14764997 ,263255826.2192278 ,262033846.76613662 ,260287903.00619057 ,258776345.65575475 ,257507236.3222022 ,255694243.14070046 ,299565482.3057982 ,297966668.9165759 ,295681137.3420085 ,261755484.615911 ,260412302.42961895 ,258493181.54700637 
 02/18  13:00:00,233116643.3706855 ,232315975.4091317 ,231171080.90608722 ,226072029.40148693 ,225151429.81607777 ,223838705.6376653 ,242334763.4114996 ,241230003.7892185 ,239651873.20162207 ,244854935.63493812 ,243697439.80001086 ,242044497.73733157 ,224748743.4853031 ,223637885.02798444 ,222051791.722123 ,255599663.98418966 ,254500079.12296718 ,252929134.9750954 ,232882148.62375498 ,231781781.72046906 ,230209807.21396357 ,278254535.74452984 ,276819929.6400771 ,274770335.3518742 ,270534336.0473194 ,269206935.09511715 ,267310832.17992753 ,270223449.4995933 ,268833940.90704983 ,266848977.47205958 ,265796775.71972966 ,264542476.8635362 ,262753750.81264558 ,252349367.24745372 ,251199884.18019682 ,249557751.39325553 ,269494421.79457456 ,268159341.05335736 ,266250532.3672954 ,264682362.6258169 ,263366747.88627243 ,261512577.91102207 ,322124438.6514536 ,320526864.3258762 ,318242615.0170013 ,264051462.09880894 ,262704944.09337747 ,260781277.18686903 
 02/18  14:00:00,230302821.63544917 ,229501202.64052778 ,228355005.35870984 ,223440757.28502753 ,222373222.67916292 ,220879134.3666412 ,244163666.48929772 ,243048310.74900946 ,241455831.49468583 ,243453230.26717713 ,242281126.88302436 ,240606750.73518714 ,226354391.83610353 ,225237544.07708248 ,223641859.24619448 ,251312859.37070423 ,250213334.65024117 ,248642659.13355267 ,237041317.7279907 ,235941071.7977147 ,234369236.40608984 ,290129757.73075455 ,288680930.9198955 ,286615127.1926213 ,274441382.61313266 ,272946341.9396754 ,270810260.3581344 ,280374998.76801777 ,278892191.367669 ,276773921.74559194 ,268482839.87691194 ,267028382.85888985 ,264969849.41572985 ,256269970.4977683 ,255120366.17843968 ,253478065.80744812 ,285874340.32871556 ,284372116.3863381 ,282226263.42723167 ,272455252.8559123 ,270918388.953816 ,268726118.2254957 ,342851139.96025634 ,341256080.8316277 ,338975484.7658523 ,260639316.20800984 ,259293002.1447437 ,257369629.3570153 
 02/18  15:00:00,227948139.5143966 ,227146066.17074955 ,225999260.073989 ,227691323.29268515 ,226566954.19190472 ,224960920.2771439 ,241883223.43427897 ,240768033.90862235 ,239174966.7567738 ,235747123.0362449 ,234580215.29488876 ,232914080.79956478 ,223707510.93523118 ,222602815.05176723 ,221024862.63054255 ,248713426.08069542 ,247614146.88486654 ,246043658.6538206 ,236289250.78119498 ,235189442.1299834 ,233617795.71959645 ,277707148.8303422 ,276262543.4207085 ,274198634.47209764 ,266574398.66962337 ,265153386.6965029 ,263128778.85249233 ,279054814.9477557 ,277557420.84665084 ,275421932.4474902 ,273342405.59622616 ,271834292.30650085 ,269685690.7227036 ,260193403.78013438 ,258944749.28421152 ,257174208.84335753 ,292625157.95627624 ,291108948.34276235 ,288945414.20477664 ,271747019.03859353 ,270183574.59725225 ,267949359.1010654 ,347424534.8126491 ,345831409.7023616 ,343553669.9553224 ,259536877.2373078 ,258190645.80073354 ,256267384.66175744 
 02/18  16:00:00,227177228.18757358 ,226374741.5857069 ,225227379.68311542 ,234521176.60436985 ,233391049.32141382 ,231776769.70185968 ,233415413.06841776 ,232300527.09485042 ,230707975.97055972 ,227150513.9223087 ,226002508.80805558 ,224362883.73569265 ,222248894.0791358 ,221150141.25358692 ,219580424.1282451 ,244262623.17537123 ,243163607.5152525 ,241593473.0245859 ,235296652.0805053 ,234196771.07953864 ,232625406.30567345 ,257838893.8286788 ,256564910.89627594 ,254778269.1742301 ,255646152.9109583 ,254434118.81887537 ,252702540.49618953 ,269135180.4168998 ,267641877.18328378 ,265513116.31476542 ,269963158.4941825 ,268451964.59281677 ,266293554.28504318 ,256311209.73071355 ,255085339.87289613 ,253357837.95192316 ,283628556.39521325 ,282098074.7642423 ,279909946.6580578 ,265414877.29251733 ,263852827.67103127 ,261620155.48478225 ,343406692.68414265 ,341814230.9260765 ,339537508.81442267 ,255254768.7118571 ,253908835.50996304 ,251986013.04692498 
 02/18  17:00:00,226944486.16288525 ,226142035.33318928 ,224994764.56351745 ,231152037.2024209 ,230023986.0841461 ,228412597.1331672 ,229548051.8194841 ,228433631.10135344 ,226841776.47322312 ,224965538.71332693 ,223825893.23081142 ,222198502.2245801 ,222159028.08769187 ,221060685.05681145 ,219491579.49738726 ,235915529.46848178 ,234816771.75982964 ,233247042.3229872 ,231361385.52776667 ,230261747.21815002 ,228690756.6149471 ,245457306.30149 ,244287515.37811536 ,242616123.54166722 ,245691135.9574937 ,244480917.26249468 ,242750523.80331597 ,246775790.07688814 ,245488300.87629437 ,243648810.57609403 ,256737026.13234016 ,255364337.6024266 ,253405133.19128215 ,247288493.9642445 ,246140339.13926113 ,244500105.88803074 ,257459969.16856048 ,256037408.28318307 ,254005421.2298476 ,251022446.2872017 ,249654375.56734067 ,247713570.92513758 ,324577152.8407249 ,322984786.2991197 ,320708257.22826916 ,252487739.20496637 ,251144815.98591536 ,249228626.29598054 
 02/18  18:00:00,224511091.85685998 ,223708148.7370744 ,222563364.81409177 ,221190984.12898576 ,220081555.39855084 ,218496884.926077 ,221473420.33365357 ,220374494.0045926 ,218805702.0344876 ,221296694.22610775 ,220160226.8972709 ,218538998.9745388 ,218692119.19166076 ,217593664.31680453 ,216024398.81015903 ,226478454.63731822 ,225379930.94199884 ,223810542.45397738 ,221963178.64402974 ,220863915.74845055 ,219293471.64083344 ,235154644.03867504 ,233985742.24009377 ,232315877.3038043 ,235534381.77524823 ,234324566.73187175 ,232596192.36916524 ,234604462.56352606 ,233404528.26365143 ,231690285.6768403 ,241219078.3355041 ,239978557.13320646 ,238206474.67447996 ,233532882.08995777 ,232385317.31851566 ,230745924.13036007 ,238737899.71174914 ,237517378.28942496 ,235773633.56262138 ,238607063.810734 ,237340175.2790331 ,235530284.24208286 ,283119908.39119595 ,281526145.6333605 ,279249000.2395979 ,241571525.00406358 ,240239390.54322228 ,238336237.9919576 
