Date/Time,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-var.csv,CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-var.csv
 01/01  11:00:00,58136396.03061896,58138692.53507289,58141932.45497975,112631099.1641103,112660717.24609937,119618106.6013073,92139373.71070504,92165520.48373538,92203018.67519826,137455219.06386754,137497717.02627444,133046133.52347672,89949544.58241336,89989832.04380828,90049405.07179138,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,16954680.249641977,21185153.665820666,21185529.456713106,21928230.263231453,23573295.799279068,23814858.92078606,22439554.111179464,308341803.67869484,308376976.5171292,308425514.9716918,114214170.50745395,114237535.60020418,114271056.83114526,95004702.06308427,95031257.38757083,100022791.91447844,57275713.562748626,55429432.22944585,55440564.261883184,20950511.47017142,20950894.71286271,20951464.405192573,191918309.56517977,200175592.75275546,200215264.08953542
 01/01  12:00:00,32389943.718322992,32390632.562075153,32391598.576303847,147766479.52458856,147806807.61456752,156620515.21789348,96949211.32563776,96969827.28682695,96999175.23548074,158174819.63868156,158216120.72343677,153986588.3900031,107875933.25652413,107913608.84851721,107969375.01100475,39664904.53565632,39664907.18905473,39664904.40465854,39664775.76943475,39664775.85713351,39664776.0783298,39664115.447611734,39664115.42707482,39664115.427072436,41613467.31468393,41613818.74426334,42254148.48267117,43902730.89525305,44103088.16766792,42941659.7602761,313740067.78486496,313773836.7876457,313820397.6386673,143994229.93639892,144024954.18851963,144068983.05203888,104792269.28477228,104816725.61721866,108550405.65103504,72548459.11797902,70864154.54051548,70874733.96621501,41748441.49234347,41748798.31148223,41749328.31167319,192828126.1292478,204646603.31722045,204634484.369868
 01/01  13:00:00,31637470.446505636,31638151.598984666,31639128.69109347,125855399.72160284,125893321.69478445,134432085.56555218,70070051.52995299,70090822.91644768,70120635.14785963,140238267.21302804,140278798.8010934,136216219.66501507,73170776.82985117,73197181.23969586,73236122.46846415,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17605693.90395483,17691538.685346223,17691608.43162152,17908744.245902266,18775932.90659714,18950306.537621684,18197697.251489278,262195076.14986867,262226831.90736905,262270579.86353114,124214740.20551208,124266912.41349922,124319615.52471475,78680563.93482357,78706468.46677217,82906657.17329133,43962133.87945412,42422358.27827353,42432265.64569214,18125291.080272682,18125591.5179916,18126037.804916233,218049019.52187186,230871616.93450102,230947450.79613408
 01/01  14:00:00,55827156.376166284,55828955.00108427,55831488.67895891,145918816.75117478,145955263.43792194,154158638.9341133,100758835.83296238,100781042.02845486,100812628.29729623,171473515.34273747,171514194.34718844,167539344.71984106,91552309.73695606,91568810.14277206,91592587.78940153,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,19233228.039736968,263773550.0154091,263804198.1318311,263846394.24289513,133283035.5069043,133316970.67052898,133365521.8559678,116212059.80126838,116247862.28578515,121127423.56614828,63189172.344735146,61756045.758572854,61763929.790309995,19233228.039736968,19233228.039736968,19233228.039736968,249321576.12555727,261985225.96544346,262055832.7213193
 01/01  15:00:00,27180976.811681107,27183222.866924483,27186387.65962253,112609899.54283133,112645090.26173112,120534791.46692523,75508443.85970257,75535940.74317035,75584156.49864967,146530793.0051527,146572074.28055233,142637956.11335495,70570422.11313371,70609068.49491619,70666921.95365632,37122032.50585134,37122035.04898073,37122032.4983405,37122001.57055974,37122001.57186636,37122001.576610684,37121843.59219359,37121843.59163642,37121843.591650724,37122044.71809073,37122044.7184834,37122047.19586046,37122143.39113495,37122147.29673441,37122139.36288148,230877168.01003152,230907219.12519327,230948522.9719392,104921792.58284917,104949220.66364966,104988445.7072249,90807850.02887794,90851957.87927276,96022735.49599667,33564734.3114956,32252277.18424444,32257123.808886692,37119410.26049027,37119410.2604872,37119410.25868124,187159318.3672784,198064674.06700197,198126169.49075055
 01/01  16:00:00,25881765.882684954,25883673.345299747,25886351.29083895,105781229.34056357,105816539.73497567,113386318.08565325,75086271.94072792,75117549.45820668,75162376.45220234,152999244.93509555,153040415.09299356,149215307.96524897,65306451.90817402,65330104.38775783,65365067.53605964,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,233737614.5283661,233767514.8611475,233808464.34287727,102589173.57759148,102612086.44112785,102644849.01559539,87703423.23662384,87745111.5538232,92725351.69097015,33014314.00379117,31789028.5365183,31796491.937353794,14508658.173050813,14508658.173050813,14508658.173050813,141433499.05399892,147839021.93532315,147871967.7437672
 01/01  17:00:00,27288311.768557414,27290394.40553034,27293333.136104673,115854454.22546002,115892630.03571709,123744336.60562742,79660252.93454391,79694563.55748095,79743311.75614458,153385178.37937778,153426129.80289263,149721662.07674265,63303123.114270836,63342537.89337335,63374281.56498358,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14508658.173050813,14624396.361385863,14645292.449223075,14538329.344076304,235293782.78292644,235323689.73796964,235364476.5088877,115282129.55690974,115319307.21512151,115371955.07546894,85701791.97545439,85742028.33311667,90820469.60027942,38714803.59484787,37372205.02477607,37382817.2270509,14508658.173050813,14508658.173050813,14508658.173050813,149703021.46974787,156796460.5933088,156831499.54100308
 01/01  18:00:00,35053441.22288751,35057322.97223428,35062811.34580676,124281529.06505695,124321320.11631906,132202555.8736015,98664116.56191969,98699089.17314748,98748716.66713649,157429054.638303,157469962.5902949,153863158.84136283,74692326.75284298,74720322.61897568,74778176.96111728,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,19800500.061317425,19969761.651372306,19147441.31930433,247170087.3481811,247199820.6500232,247240091.74287757,134931567.89901808,134968380.11430842,135021092.83556396,97195567.19044344,97239942.94594188,102459114.86367482,50517714.77573964,49159300.67013782,49170294.099456444,18396440.691438083,18396653.7063872,18396959.26969969,177353715.46034575,188031578.0978204,188090446.49966034
 01/01  19:00:00,29791366.785303432,29793619.042001083,29796797.100030944,93333328.8707643,93368242.15333048,100303721.83910674,78337362.66830902,78368299.45352164,78412591.8078297,129709441.30890152,129749282.292806,126314966.54010615,55383446.86063889,55401232.207516715,55426995.113656044,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18256707.558267683,18286377.194056854,18323687.951005705,18256707.558267683,216398891.30773026,216427889.16617548,216466900.64668107,103773345.00656646,103806948.82644664,103855094.47758088,72009269.39549337,72038041.64721516,76252501.30072287,43420249.33098141,42093631.42208412,42104659.316374585,18256707.558267683,18256707.558267683,18256707.558267683,168980700.71021894,179552571.5950968,179615084.41713965
 01/01  20:00:00,116716023.25855263,116716750.0877834,116717772.46338254,142025931.00165823,142049100.13842416,147827276.25427273,126083897.6041031,126096664.95111421,126114331.2203138,167296170.63214564,167334845.77220958,164076193.8814919,108459945.4714539,108464709.55768548,108471495.28123379,87228250.04522121,87228112.45164666,87228250.25459109,87225841.55967762,87225841.55974479,87225841.5650589,87208714.7724531,87208714.77343349,87208714.77347465,87266703.37346536,87266703.35204458,87266589.68695182,87272589.83886315,87272444.7214444,87272745.39145888,252635386.93501654,252663681.13538828,252701459.8583625,148091144.9086696,148113547.65946972,148145551.69780046,119786788.91893862,119797566.98617166,122068421.81605545,104264315.842686,103239219.11343838,103244796.64985281,87139733.66869956,87139733.66869089,87139733.6886763,236053986.6629752,245136108.24015144,245193114.90826815
