Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 15,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Wood Framed and Other,0,,0.071,
Roofs | Metal Buildings,0,,0.057,
Roofs | Mass Heavy,0,,0.057,
Walls Above Grade | Wood Framed and Other,0,,0.088,
Walls Above Grade | Metal Framed,0,,0.143,
Walls Above Grade | Mass Heavy,0,,0.285,
Floor | Above Crawl Space,,,0.065,
Floors | Mass,,,0.092,
Floors | Other,,,0.039,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,5,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table:   Opaque Envelope Requirements | Climate Zone 16,,,,
Envelope Component,Cavity R-Value,Continuous R-Value,Maximum U-Factor,Extent
Roofs | Wood Framed and Other,0,,0.071,
Roofs | Metal Buildings,0,,0.057,
Roofs | Mass Heavy,0,,0.057,
Walls Above Grade | Wood Framed and Other,0,,0.088,
Walls Above Grade | Metal Framed,0,,0.143,
Walls Above Grade | Mass Heavy,0,,0.285,
Floor | Above Crawl Space,,,0.065,
Floors | Mass,,,0.058,
Floors | Other,,,0.039,
Slab-On-Grade Floors | Unheated Slabs,,,0.73,
Slab-On-Grade Floors | Heated Slabs,,10,0.2,16
Opaque Doors | Non-Swinging,,,1.45,
Opaque Doors | Swinging,,,0.7,
,,,,
table: Fenestration Requirements | Climate Zone 1,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",0.85,0.44,0.25,
"Skylights | Glass, deck mounted",0.85,0.44,0.25,
"Skylights | Plastic, curb mounted",0.85,0.7,0.25,
Skylights | Tubular Daylighting Devices (TDDs),0.85,0.44,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 2,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 3,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 4,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 5,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 6,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 7,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 8,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 9,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 10,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",1.31,0.61,0.25,
"Skylights | Glass, deck mounted",1.31,0.61,0.25,
"Skylights | Plastic, curb mounted",1.31,0.75,0.25,
Skylights | Tubular Daylighting Devices (TDDs),1.31,0.61,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 11,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",0.85,0.44,0.25,
"Skylights | Glass, deck mounted",0.85,0.44,0.25,
"Skylights | Plastic, curb mounted",0.85,0.7,0.25,
Skylights | Tubular Daylighting Devices (TDDs),0.85,0.44,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 12,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",0.85,0.44,0.25,
"Skylights | Glass, deck mounted",0.85,0.44,0.25,
"Skylights | Plastic, curb mounted",0.85,0.7,0.25,
Skylights | Tubular Daylighting Devices (TDDs),0.85,0.44,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 13,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",0.85,0.44,0.25,
"Skylights | Glass, deck mounted",0.85,0.44,0.25,
"Skylights | Plastic, curb mounted",0.85,0.7,0.25,
Skylights | Tubular Daylighting Devices (TDDs),0.85,0.44,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 14,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",0.85,0.44,0.25,
"Skylights | Glass, deck mounted",0.85,0.44,0.25,
"Skylights | Plastic, curb mounted",0.85,0.7,0.25,
Skylights | Tubular Daylighting Devices (TDDs),0.85,0.44,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 15,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",0.85,0.44,0.25,
"Skylights | Glass, deck mounted",0.85,0.44,0.25,
"Skylights | Plastic, curb mounted",0.85,0.7,0.25,
Skylights | Tubular Daylighting Devices (TDDs),0.85,0.44,0.25,
,,,,
table: Fenestration Requirements | Climate Zone 16,max,max,min,
Fenestration Component,U-Factor,SHGC,VT,
Fixed Window,1.23,0.82,0.25,
Operable Window,1.23,0.82,0.25,
Curtainwall or Storefront,1.23,0.82,0.25,
Glazed Doors,1.23,0.82,0.25,
"Skylights | Glass, curb mounted",0.85,0.44,0.25,
"Skylights | Glass, deck mounted",0.85,0.44,0.25,
"Skylights | Plastic, curb mounted",0.85,0.7,0.25,
Skylights | Tubular Daylighting Devices (TDDs),0.85,0.44,0.25,
,,,,
table: Heat Rejection Parameters | Climate Zone 1,,,,
parameter,value,,,
cw_wetbulb_design,20.01,,,
cw_design_temp,22.33,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 2,,,,
parameter,value,,,
cw_wetbulb_design,22.11,,,
cw_design_temp,27.67,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 3,,,,
parameter,value,,,
cw_wetbulb_design,20.01,,,
cw_design_temp,25.17,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 4,,,,
parameter,value,,,
cw_wetbulb_design,22.61,,,
cw_design_temp,28.17,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 5,,,,
parameter,value,,,
cw_wetbulb_design,20.22,,,
cw_design_temp,25.78,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 6,,,,
parameter,value,,,
cw_wetbulb_design,23.78,,,
cw_design_temp,29.33,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 7,,,,
parameter,value,,,
cw_wetbulb_design,21.22,,,
cw_design_temp,26.78,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 8,,,,
parameter,value,,,
cw_wetbulb_design,21.5,,,
cw_design_temp,27.06,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 9,,,,
parameter,value,,,
cw_wetbulb_design,23.72,,,
cw_design_temp,29.28,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 10,,,,
parameter,value,,,
cw_wetbulb_design,21.61,,,
cw_design_temp,27.17,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 11,,,,
parameter,value,,,
cw_wetbulb_design,22.61,,,
cw_design_temp,28.17,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 12,,,,
parameter,value,,,
cw_wetbulb_design,22.11,,,
cw_design_temp,27.67,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 13,,,,
parameter,value,,,
cw_wetbulb_design,22,,,
cw_design_temp,27.56,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 14,,,,
parameter,value,,,
cw_wetbulb_design,20.89,,,
cw_design_temp,26.44,,,
cw_approach,5.56,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 15,,,,
parameter,value,,,
cw_wetbulb_design,24.11,,,
cw_design_temp,29.44,,,
cw_approach,5.33,,,
,,,,
table: Heat Rejection Parameters | Climate Zone 16,,,,
parameter,value,,,
cw_wetbulb_design,20.01,,,
cw_design_temp,21.67,,,
cw_approach,5.56,,,
,,,,
table: Lighting Power Density,,,,
space,LPD,,,
auditorium,1.2,,,
bank,1.4,,,
classroom_shop,1.2,,,
computer,1.2,,,
classroom_class,1.2,,,
conference,1.4,,,
corridor,0.6,,,
dining_fine,1.3,,,
dining_fast,1.3,,,
exhibit,2,,,
grocery,1.5,,,
guestroom,0.8,,,
gym,1,,,
health_operating,1.2,,,
health_patient,1.2,,,
industrial_high,1.2,,,
industrial_low,1.2,,,
kitchen,1.6,,,
lab,1.3,,,
laundry,0.9,,,
lobby,1.5,,,
mech,0.7,,,
office_large,1.3,,,
office_small,1.3,,,
office_open,1.2,,,
plenum,0,,,
restroom,0.6,,,
retail_sales,1.9,,,
storage_refrig,0.6,,,
storage_warehouse,0.6,,,
auto,1.1,,,
,,,,
table:   Economizer Setpoints,,,,
Climate Zone,Fixed Drybulb,Differential Dry-bulb,,
1,75,0,,
2,73,2,,
3,75,0,,
4,73,2,,
5,75,0,,
6,71,4,,
7,69,6,,
8,71,4,,
9,71,4,,
10,73,2,,
11,75,0,,
12,75,0,,
13,75,0,,
14,75,0,,
15,75,0,,
16,75,0,,
